Snack Name,Brand,Snack Category,Snack Type,Plant-Based,Units Sold (in Millions),Revenue (in Millions)
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.79,6.77
Snickers,Mars,Chocolate,Sweet,No,12.47,11.34
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,15.26,12.76
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.95,8.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.74,12.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.87,17.07
Snickers,Mars,Chocolate,Sweet,No,7.73,6.83
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.99,13.34
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.11,15.51
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.31,10.35
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.07,12.67
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.64,4.88
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.64,11.1
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.59,11.54
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.11,7.32
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.93,12.89
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.0,13.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.84,14.69
Snickers,Mars,Chocolate,Sweet,No,12.71,11.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.75,12.35
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.64,9.6
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.35,7.81
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,10.8,9.97
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.79,6.8
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.35,9.96
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.18,13.56
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.22,8.6
Snickers,Mars,Chocolate,Sweet,No,11.59,10.04
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.62,7.41
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.69,5.94
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.87,14.84
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.36,11.23
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.09,7.62
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.14,13.7
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.31,6.94
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.44,9.75
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.34,13.44
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.75,10.91
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.53,4.85
Snickers,Mars,Chocolate,Sweet,No,11.22,10.26
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.36,8.56
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.6,9.54
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,6.99,8.74
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.31,21.19
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.52,7.52
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.45,6.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.48,10.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.03,9.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.92,11.64
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.77,9.37
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.85,9.6
Snickers,Mars,Chocolate,Sweet,No,11.09,9.53
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.41,9.76
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.48,8.37
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.06,10.69
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.26,13.45
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.9,10.36
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.94,10.71
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.26,6.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.88,13.1
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.84,7.15
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.22,8.78
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.35,9.76
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.13,12.19
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.36,8.74
Snickers,Mars,Chocolate,Sweet,No,13.95,13.25
Snickers,Mars,Chocolate,Sweet,No,11.9,10.68
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.15,6.31
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.61,7.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.29,9.37
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.0,6.27
Snickers,Mars,Chocolate,Sweet,No,10.25,8.78
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.2,9.29
Snickers,Mars,Chocolate,Sweet,No,12.85,11.09
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.52,10.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.42,13.73
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.78,13.53
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.93,7.27
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.04,6.47
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.58,6.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.62,8.99
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.44,10.32
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.58,19.94
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.94,8.05
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.97,5.36
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.04,7.19
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.38,8.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.7,8.91
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.62,9.71
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.13,13.13
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.86,7.78
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.79,8.75
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.32,9.3
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.91,10.12
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.52,8.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.62,14.26
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.07,7.2
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.54,7.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.49,8.98
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.77,19.8
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.61,21.81
Snickers,Mars,Chocolate,Sweet,No,12.87,11.73
Snickers,Mars,Chocolate,Sweet,No,8.62,8.5
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.08,13.16
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.01,5.3
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.72,11.28
Snickers,Mars,Chocolate,Sweet,No,8.96,7.24
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.86,15.71
Snickers,Mars,Chocolate,Sweet,No,14.35,12.43
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.56,16.28
Snickers,Mars,Chocolate,Sweet,No,12.88,10.93
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.74,20.32
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.64,7.23
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.41,9.66
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.52,9.73
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.63,8.55
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.31,9.29
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.25,12.21
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.16,15.7
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.74,5.34
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.85,18.1
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.19,20.87
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.08,9.96
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.36,5.68
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.8,7.85
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.55,17.92
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.5,7.56
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.62,7.67
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.86,9.55
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.88,8.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.71,11.49
Snickers,Mars,Chocolate,Sweet,No,6.93,6.56
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.85,9.81
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.63,10.55
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.93,9.35
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.11,13.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.5,8.97
Snickers,Mars,Chocolate,Sweet,No,9.83,8.39
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.37,10.94
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.2,6.61
Snickers,Mars,Chocolate,Sweet,No,16.5,14.8
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.11,9.5
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.27,7.68
Snickers,Mars,Chocolate,Sweet,No,9.4,8.76
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.57,6.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,6.9,8.68
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.1,8.27
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.1,11.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.61,13.27
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.1,13.85
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.76,10.88
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.78,6.46
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.9,9.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.36,10.35
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.69,8.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.62,10.28
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.1,6.21
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.57,16.19
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.88,6.78
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.24,19.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.81,8.8
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.03,9.1
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.99,14.96
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.38,8.47
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.8,10.53
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.57,9.4
Snickers,Mars,Chocolate,Sweet,No,11.29,10.59
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.3,12.77
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.8,4.4
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.74,8.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.9,7.53
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.84,15.79
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.88,6.58
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.36,10.17
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.26,5.22
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.83,12.08
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.61,15.92
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.15,15.7
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.76,13.29
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.79,10.49
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.14,12.84
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,5.69,6.04
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.53,8.53
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.25,7.32
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.76,8.98
Snickers,Mars,Chocolate,Sweet,No,13.22,12.07
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.61,8.52
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.4,14.84
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.71,12.12
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.28,7.55
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.86,12.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.86,10.75
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.7,6.92
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,10.2,8.65
Snickers,Mars,Chocolate,Sweet,No,8.49,7.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,5.1,6.85
Snickers,Mars,Chocolate,Sweet,No,8.19,6.96
Snickers,Mars,Chocolate,Sweet,No,10.16,9.74
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.83,15.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.26,19.38
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.14,7.81
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,6.47,8.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.71,6.57
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.12,6.59
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.49,7.7
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.97,9.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.71,17.33
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.87,9.75
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.93,11.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.09,6.48
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.76,17.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.24,11.38
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.84,10.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.7,10.64
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.11,9.95
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.33,5.2
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.54,6.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.17,8.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.41,9.34
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.88,13.86
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.13,9.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,5.32,4.5
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.39,14.38
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.49,10.29
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.85,12.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.74,7.9
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.97,6.87
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.35,12.54
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.43,14.07
Snickers,Mars,Chocolate,Sweet,No,7.92,6.7
Snickers,Mars,Chocolate,Sweet,No,12.23,11.5
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.86,13.35
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.92,12.21
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.46,13.47
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.54,9.91
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.77,4.13
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.28,8.45
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.42,9.55
Snickers,Mars,Chocolate,Sweet,No,7.09,6.08
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.3,13.32
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.43,12.55
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.88,7.99
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.31,15.85
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.99,13.62
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.37,14.71
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.26,12.69
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.92,17.45
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.01,11.94
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.41,13.54
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.17,7.78
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.34,9.35
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.17,10.78
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.86,20.13
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,16.36,19.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.2,11.46
Snickers,Mars,Chocolate,Sweet,No,13.38,12.28
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.21,7.55
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.67,14.76
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.71,9.12
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.86,13.76
Snickers,Mars,Chocolate,Sweet,No,11.56,10.57
Snickers,Mars,Chocolate,Sweet,No,15.94,14.14
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,17.52,14.67
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.39,15.18
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.08,9.77
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.39,11.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.33,10.88
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.59,11.56
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.68,7.42
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.2,9.91
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.83,12.97
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.78,9.8
Snickers,Mars,Chocolate,Sweet,No,8.71,7.66
Snickers,Mars,Chocolate,Sweet,No,9.94,8.83
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.12,8.98
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.15,10.61
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.92,11.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.56,9.51
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.71,11.1
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.52,14.2
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.81,5.39
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.43,6.84
Snickers,Mars,Chocolate,Sweet,No,10.32,9.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.11,10.84
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.3,8.91
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.26,7.63
Snickers,Mars,Chocolate,Sweet,No,8.76,8.14
Snickers,Mars,Chocolate,Sweet,No,10.01,8.25
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.88,6.8
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.36,8.3
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.87,8.26
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.54,9.54
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.34,13.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.95,10.17
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.27,5.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.63,13.61
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.11,15.16
Snickers,Mars,Chocolate,Sweet,No,13.56,11.53
Snickers,Mars,Chocolate,Sweet,No,10.21,8.92
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.11,7.59
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.16,16.14
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.17,11.43
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.95,11.3
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,14.87,14.24
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.48,10.83
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.2,9.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.11,12.57
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.05,16.75
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.27,15.86
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.22,7.84
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.77,15.46
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.06,11.91
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.5,12.51
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.19,11.27
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.14,10.71
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.42,10.97
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.27,11.24
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,6.99,9.12
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.74,12.36
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.15,12.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.72,5.74
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.61,10.51
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.18,6.44
Snickers,Mars,Chocolate,Sweet,No,10.73,9.27
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.45,13.87
Snickers,Mars,Chocolate,Sweet,No,8.36,7.5
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.29,17.55
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.96,10.04
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.0,7.63
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.06,13.41
Snickers,Mars,Chocolate,Sweet,No,9.52,8.79
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.26,10.21
Snickers,Mars,Chocolate,Sweet,No,7.3,6.89
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.35,10.6
Snickers,Mars,Chocolate,Sweet,No,12.25,9.92
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.4,17.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,13.64,13.2
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.62,12.31
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.26,9.84
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,11.35,11.34
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.3,10.47
Snickers,Mars,Chocolate,Sweet,No,8.11,7.23
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.05,6.04
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.84,8.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.49,12.14
Snickers,Mars,Chocolate,Sweet,No,13.23,12.09
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.6,8.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.6,14.62
Snickers,Mars,Chocolate,Sweet,No,10.06,9.14
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.76,19.0
Snickers,Mars,Chocolate,Sweet,No,10.7,8.81
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.03,9.77
Snickers,Mars,Chocolate,Sweet,No,10.32,8.95
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.18,16.11
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.86,19.48
Snickers,Mars,Chocolate,Sweet,No,12.69,11.61
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.61,16.38
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.44,15.53
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.45,7.45
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.99,10.74
Snickers,Mars,Chocolate,Sweet,No,10.31,9.01
Snickers,Mars,Chocolate,Sweet,No,7.05,6.75
Snickers,Mars,Chocolate,Sweet,No,9.17,8.31
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.12,8.56
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.96,16.91
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.32,6.53
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.12,8.37
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.4,8.26
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.91,9.4
